timestamp,object,alert,confidence,coords
2025-09-05 13:38:11,person,Info,0.92,"[199.1811981201172, 104.2648696899414, 537.2059326171875, 357.9166564941406]"
2025-09-05 13:38:11,person,Info,0.64,"[0.06033090502023697, 250.17898559570312, 60.27825927734375, 339.05133056640625]"
2025-09-05 13:38:11,person,Info,0.61,"[0.19017146527767181, 287.8747253417969, 53.79533386230469, 358.12872314453125]"
2025-09-05 13:38:11,chair,Info,0.31,"[85.13636779785156, 298.9273376464844, 140.0398406982422, 328.6920166015625]"
2025-09-05 13:38:11,chair,Info,0.30,"[118.51792907714844, 299.3789978027344, 189.8853759765625, 358.2236633300781]"
2025-09-05 13:38:12,person,Info,0.92,"[199.13621520996094, 103.65837860107422, 536.7018432617188, 357.752685546875]"
2025-09-05 13:38:12,person,Info,0.58,"[0.12695899605751038, 289.0567321777344, 54.46586227416992, 358.9576416015625]"
2025-09-05 13:38:12,person,Info,0.49,"[0.086212158203125, 249.75267028808594, 60.6754264831543, 346.3104248046875]"
2025-09-05 13:38:12,chair,Info,0.32,"[84.51908874511719, 299.0219421386719, 139.39889526367188, 328.2187194824219]"
2025-09-05 13:38:12,tv,Info,0.27,"[451.69256591796875, 229.7853546142578, 549.2691040039062, 285.00311279296875]"
2025-09-05 13:38:12,chair,Info,0.27,"[133.43504333496094, 299.7664489746094, 190.45761108398438, 358.38543701171875]"
2025-09-05 13:38:12,person,Info,0.92,"[204.27035522460938, 102.98284912109375, 537.1430053710938, 357.8233947753906]"
2025-09-05 13:38:12,person,Info,0.60,"[0.07212125509977341, 248.74179077148438, 62.53904724121094, 346.853271484375]"
2025-09-05 13:38:12,person,Info,0.60,"[0.11449374258518219, 289.22332763671875, 54.26325988769531, 358.8802185058594]"
2025-09-05 13:38:12,chair,Info,0.43,"[119.99883270263672, 300.26434326171875, 191.0695037841797, 359.54534912109375]"
2025-09-05 13:38:12,chair,Info,0.27,"[86.43096923828125, 299.0223083496094, 138.73947143554688, 328.7825927734375]"
2025-09-05 13:38:12,person,Info,0.93,"[213.4097137451172, 102.43930053710938, 536.273193359375, 356.940185546875]"
2025-09-05 13:38:12,person,Info,0.61,"[0.15076857805252075, 248.79452514648438, 64.07818603515625, 349.6864929199219]"
2025-09-05 13:38:12,person,Info,0.53,"[0.1458740234375, 288.34637451171875, 53.528621673583984, 358.23529052734375]"
2025-09-05 13:38:12,chair,Info,0.31,"[85.556640625, 298.9400329589844, 140.0277557373047, 328.3265380859375]"
2025-09-05 13:38:12,person,Info,0.93,"[215.9341278076172, 102.23184967041016, 536.6109619140625, 357.02484130859375]"
2025-09-05 13:38:12,person,Info,0.58,"[0.14820979535579681, 289.39599609375, 53.67829895019531, 358.59832763671875]"
2025-09-05 13:38:12,person,Info,0.56,"[2.207559585571289, 251.2008819580078, 74.90876770019531, 341.06866455078125]"
2025-09-05 13:38:12,tv,Info,0.35,"[451.52392578125, 229.79005432128906, 550.3724975585938, 285.5682067871094]"
2025-09-05 13:38:12,chair,Info,0.28,"[84.2367172241211, 298.9405212402344, 139.90213012695312, 328.4033203125]"
2025-09-05 13:38:12,chair,Info,0.25,"[84.19721984863281, 299.3483581542969, 138.86923217773438, 327.9147644042969]"
2025-09-05 13:38:13,person,Info,0.93,"[215.76148986816406, 102.39488220214844, 536.811279296875, 356.97662353515625]"
2025-09-05 13:38:13,person,Info,0.67,"[2.300156831741333, 251.44090270996094, 73.88187408447266, 347.06158447265625]"
2025-09-05 13:38:13,person,Info,0.61,"[0.13139578700065613, 288.0211181640625, 54.93230438232422, 359.05438232421875]"
2025-09-05 13:38:13,chair,Info,0.38,"[85.98345184326172, 298.92523193359375, 139.34376525878906, 327.8273010253906]"
2025-09-05 13:38:13,tv,Info,0.36,"[451.7147216796875, 229.7804718017578, 550.4486083984375, 285.18951416015625]"
2025-09-05 13:38:13,chair,Info,0.25,"[127.33554077148438, 299.5592041015625, 190.1669158935547, 358.2027587890625]"
2025-09-05 13:38:13,person,Info,0.93,"[215.17672729492188, 102.71003723144531, 537.4778442382812, 357.22271728515625]"
2025-09-05 13:38:13,person,Info,0.60,"[0.12970557808876038, 286.8187561035156, 54.06229782104492, 358.8995056152344]"
2025-09-05 13:38:13,person,Info,0.51,"[3.9424076080322266, 252.14450073242188, 75.3012466430664, 339.4551696777344]"
2025-09-05 13:38:13,chair,Info,0.39,"[83.4771957397461, 298.80621337890625, 139.5843963623047, 328.14111328125]"
2025-09-05 13:38:13,tv,Info,0.30,"[452.5392150878906, 229.9647979736328, 548.7904663085938, 284.7647399902344]"
2025-09-05 13:38:13,person,Info,0.86,"[203.2522430419922, 103.57202911376953, 537.593017578125, 357.69451904296875]"
2025-09-05 13:38:13,person,Info,0.58,"[5.5108642578125, 254.26956176757812, 72.73491668701172, 350.327392578125]"
2025-09-05 13:38:13,person,Info,0.56,"[0.49971362948417664, 287.78125, 56.62913513183594, 359.1935119628906]"
2025-09-05 13:38:13,person,Caution,0.90,"[1.555363655090332, 103.98471069335938, 538.463623046875, 357.3345947265625]"
2025-09-05 13:38:13,person,Caution,0.88,"[33.612998962402344, 103.37567138671875, 539.5982055664062, 357.3964538574219]"
2025-09-05 13:38:13,person,Info,0.33,"[0.242561936378479, 288.3468017578125, 54.27806091308594, 358.4654846191406]"
2025-09-05 13:38:13,person,Info,0.29,"[199.964599609375, 104.11180114746094, 537.4909057617188, 356.9578857421875]"
2025-09-05 13:38:13,tv,Info,0.28,"[451.6662902832031, 229.20431518554688, 550.0557250976562, 285.52484130859375]"
2025-09-05 13:38:13,person,Info,0.27,"[2.550494909286499, 257.0486755371094, 68.32475280761719, 354.26031494140625]"
2025-09-05 13:38:13,person,Caution,0.92,"[48.17599105834961, 103.8678970336914, 537.5046997070312, 356.21405029296875]"
2025-09-05 13:38:13,person,Info,0.43,"[0.1412729173898697, 287.99639892578125, 55.824398040771484, 358.982177734375]"
2025-09-05 13:38:13,person,Info,0.36,"[0.7820892333984375, 257.3161926269531, 65.02001190185547, 355.37518310546875]"
2025-09-05 13:38:13,remote,Info,0.35,"[67.27555847167969, 112.52113342285156, 181.3279266357422, 202.3238983154297]"
2025-09-05 13:38:14,person,Caution,0.91,"[50.03986358642578, 103.8309326171875, 536.977294921875, 356.13140869140625]"
2025-09-05 13:38:14,remote,Info,0.58,"[67.72430419921875, 100.44158935546875, 187.4690399169922, 196.10533142089844]"
2025-09-05 13:38:14,person,Info,0.49,"[1.183817982673645, 256.87774658203125, 63.48194122314453, 355.7980651855469]"
2025-09-05 13:38:14,person,Info,0.41,"[0.13796880841255188, 285.03753662109375, 55.26579284667969, 358.952880859375]"
2025-09-05 13:38:14,person,Caution,0.90,"[48.27824783325195, 102.09313201904297, 538.7372436523438, 357.4207763671875]"
2025-09-05 13:38:14,remote,Info,0.84,"[65.75225830078125, 94.61306762695312, 183.18409729003906, 193.7763671875]"
2025-09-05 13:38:14,person,Info,0.43,"[0.20827661454677582, 284.7259826660156, 54.31403732299805, 358.21942138671875]"
2025-09-05 13:38:14,person,Info,0.40,"[0.6836231350898743, 257.3847351074219, 62.24725341796875, 355.9658203125]"
2025-09-05 13:38:14,person,Caution,0.90,"[43.613800048828125, 101.91634368896484, 538.2828369140625, 357.4481506347656]"
2025-09-05 13:38:14,remote,Info,0.80,"[57.231040954589844, 96.98226165771484, 178.2123565673828, 194.1614990234375]"
2025-09-05 13:38:14,person,Info,0.44,"[0.26627761125564575, 257.29248046875, 52.90114212036133, 356.7184753417969]"
2025-09-05 13:38:14,person,Info,0.29,"[0.13997004926204681, 288.9236145019531, 55.52498245239258, 358.8790588378906]"
2025-09-05 13:38:14,person,Caution,0.91,"[43.6322021484375, 102.47976684570312, 538.8248291015625, 356.7482604980469]"
2025-09-05 13:38:14,remote,Info,0.47,"[62.394805908203125, 102.14823150634766, 177.6227569580078, 192.20579528808594]"
2025-09-05 13:38:14,person,Info,0.43,"[0.13985267281532288, 287.8709716796875, 55.09292221069336, 358.9959716796875]"
2025-09-05 13:38:14,person,Info,0.31,"[1.026799201965332, 258.1977233886719, 65.5948486328125, 342.1396789550781]"
2025-09-05 13:38:14,person,Caution,0.91,"[45.91416931152344, 103.08270263671875, 538.1390380859375, 356.5126953125]"
2025-09-05 13:38:14,remote,Info,0.48,"[60.00135040283203, 105.07432556152344, 177.26771545410156, 206.6796875]"
2025-09-05 13:38:14,person,Info,0.37,"[0.13785143196582794, 287.89947509765625, 55.39322280883789, 358.87921142578125]"
2025-09-05 13:38:15,person,Caution,0.91,"[41.689361572265625, 103.51777648925781, 538.9489135742188, 356.99078369140625]"
2025-09-05 13:38:15,person,Info,0.39,"[0.24782034754753113, 258.9145812988281, 53.98915481567383, 357.11529541015625]"
2025-09-05 13:38:15,person,Caution,0.92,"[46.44597244262695, 103.49520874023438, 538.277587890625, 356.8330383300781]"
2025-09-05 13:38:15,remote,Info,0.39,"[55.95400619506836, 122.80426788330078, 179.885009765625, 218.89620971679688]"
2025-09-05 13:38:15,person,Info,0.29,"[0.26607808470726013, 287.78155517578125, 53.970115661621094, 357.8424987792969]"
2025-09-05 13:38:15,person,Caution,0.92,"[49.23772048950195, 104.08251953125, 537.6737670898438, 356.27874755859375]"
2025-09-05 13:38:15,person,Info,0.46,"[0.165505051612854, 289.3733825683594, 53.91286087036133, 357.6994934082031]"
2025-09-05 13:38:15,person,Info,0.43,"[0.16917303204536438, 259.40289306640625, 64.35204315185547, 354.920166015625]"
2025-09-05 13:38:15,remote,Info,0.36,"[66.87858581542969, 125.05125427246094, 186.77801513671875, 221.62806701660156]"
2025-09-05 13:38:15,person,Caution,0.92,"[56.48409652709961, 103.98193359375, 537.1561279296875, 356.35479736328125]"
2025-09-05 13:38:15,person,Info,0.34,"[0.13926580548286438, 288.2039489746094, 54.551910400390625, 358.9141845703125]"
2025-09-05 13:38:15,person,Info,0.29,"[0.23232093453407288, 259.2205810546875, 65.4986572265625, 352.3780822753906]"
2025-09-05 13:38:15,person,Caution,0.90,"[60.710731506347656, 103.8184585571289, 538.3836669921875, 356.74224853515625]"
2025-09-05 13:38:15,person,Info,0.39,"[0.13322684168815613, 286.8576965332031, 55.38348388671875, 359.0406799316406]"
2025-09-05 13:38:15,person,Info,0.29,"[0.858142614364624, 259.0732727050781, 64.38864135742188, 350.9197998046875]"
2025-09-05 13:38:16,person,Caution,0.88,"[60.84238052368164, 104.09329986572266, 539.5626220703125, 357.0035095214844]"
2025-09-05 13:38:16,person,Info,0.46,"[0.6291961669921875, 258.7253112792969, 64.90791320800781, 351.12353515625]"
2025-09-05 13:38:16,person,Info,0.44,"[0.13685373961925507, 287.6189270019531, 55.259376525878906, 359.0248107910156]"
2025-09-05 13:38:16,person,Caution,0.90,"[57.69231033325195, 103.75598907470703, 537.980712890625, 356.79168701171875]"
2025-09-05 13:38:16,person,Info,0.42,"[0.144905686378479, 286.8420104980469, 55.4875373840332, 358.911865234375]"
2025-09-05 13:38:16,person,Info,0.36,"[0.6596491932868958, 258.2793273925781, 65.04612731933594, 351.7853698730469]"
2025-09-05 13:38:16,person,Caution,0.87,"[50.72655487060547, 103.28228759765625, 538.9033813476562, 357.1680908203125]"
2025-09-05 13:38:16,person,Info,0.44,"[0.13558608293533325, 286.0053405761719, 55.154537200927734, 359.1560974121094]"
2025-09-05 13:38:16,person,Info,0.42,"[1.5474114418029785, 257.74493408203125, 66.25940704345703, 351.1559753417969]"
2025-09-05 13:38:16,person,Caution,0.81,"[16.812368392944336, 103.35363006591797, 539.0439453125, 357.6480712890625]"
2025-09-05 13:38:16,person,Info,0.41,"[206.34634399414062, 103.80082702636719, 537.5328979492188, 357.0771179199219]"
2025-09-05 13:38:16,person,Caution,0.40,"[0.33420270681381226, 169.11285400390625, 161.23397827148438, 357.29925537109375]"
2025-09-05 13:38:16,tv,Info,0.27,"[451.70361328125, 229.78121948242188, 549.5823974609375, 284.61859130859375]"
2025-09-05 13:38:16,person,Info,0.76,"[210.2450408935547, 103.42646789550781, 537.4451904296875, 357.6751708984375]"
2025-09-05 13:38:16,person,Caution,0.68,"[14.607826232910156, 104.1246566772461, 537.8080444335938, 357.8737487792969]"
2025-09-05 13:38:16,tv,Info,0.29,"[452.07379150390625, 229.52215576171875, 552.0687255859375, 285.7178649902344]"
2025-09-05 13:38:16,person,Info,0.93,"[217.43418884277344, 103.14012145996094, 537.0997314453125, 357.0423889160156]"
2025-09-05 13:38:16,person,Info,0.61,"[1.4669506549835205, 256.4827880859375, 65.88166809082031, 343.9017639160156]"
2025-09-05 13:38:16,person,Info,0.59,"[0.1664968729019165, 289.3523254394531, 53.26764678955078, 356.7793884277344]"
2025-09-05 13:38:16,chair,Info,0.42,"[113.51808166503906, 299.6334533691406, 189.6385040283203, 359.7881164550781]"
2025-09-05 13:38:16,chair,Info,0.29,"[82.80948638916016, 298.7654724121094, 139.57901000976562, 328.8886413574219]"
2025-09-05 13:38:16,tv,Info,0.29,"[450.9147033691406, 229.83436584472656, 551.49755859375, 285.716552734375]"
2025-09-05 13:38:17,person,Info,0.93,"[220.45889282226562, 102.81013488769531, 536.8809204101562, 356.85302734375]"
2025-09-05 13:38:17,person,Info,0.60,"[0.12175927311182022, 289.70001220703125, 53.81775665283203, 358.4286804199219]"
2025-09-05 13:38:17,person,Info,0.50,"[1.519505500793457, 257.41815185546875, 65.79776763916016, 344.9356994628906]"
2025-09-05 13:38:17,chair,Info,0.41,"[107.31549072265625, 299.25567626953125, 190.54541015625, 358.4269104003906]"
2025-09-05 13:38:17,tv,Info,0.37,"[451.35650634765625, 229.85755920410156, 550.4364624023438, 285.9936218261719]"
2025-09-05 13:38:17,chair,Info,0.29,"[84.19586181640625, 298.9202575683594, 139.6186981201172, 328.7353515625]"
2025-09-05 13:38:17,person,Info,0.93,"[215.93614196777344, 102.93063354492188, 536.59228515625, 356.9917907714844]"
2025-09-05 13:38:17,person,Info,0.61,"[0.18350455164909363, 289.7171936035156, 53.760406494140625, 358.9415283203125]"
2025-09-05 13:38:17,person,Info,0.45,"[1.0616713762283325, 257.05340576171875, 68.43193817138672, 337.2579345703125]"
2025-09-05 13:38:17,chair,Info,0.36,"[110.79834747314453, 299.8134460449219, 191.15652465820312, 359.62139892578125]"
2025-09-05 13:38:17,tv,Info,0.35,"[452.01055908203125, 229.67567443847656, 549.17822265625, 284.8868713378906]"
2025-09-05 13:38:17,chair,Info,0.33,"[84.33525848388672, 298.62127685546875, 140.19078063964844, 328.5919189453125]"
2025-09-05 13:38:17,person,Info,0.93,"[215.89083862304688, 102.63449096679688, 536.5286865234375, 357.209228515625]"
2025-09-05 13:38:17,person,Info,0.60,"[0.13035701215267181, 289.154296875, 53.92813491821289, 358.6354064941406]"
2025-09-05 13:38:17,person,Info,0.49,"[1.368290901184082, 256.8685607910156, 65.7144775390625, 347.1171569824219]"
2025-09-05 13:38:17,tv,Info,0.41,"[451.9445495605469, 229.91160583496094, 550.7786865234375, 285.3606262207031]"
2025-09-05 13:38:17,chair,Info,0.29,"[84.15621185302734, 299.2296447753906, 139.56524658203125, 328.7655029296875]"
2025-09-05 13:38:17,person,Info,0.93,"[215.99539184570312, 102.73833465576172, 536.4036254882812, 357.1160583496094]"
2025-09-05 13:38:17,person,Info,0.61,"[0.17981897294521332, 289.11358642578125, 53.90393829345703, 358.8537292480469]"
2025-09-05 13:38:17,chair,Info,0.48,"[107.38162231445312, 298.7694396972656, 190.7063446044922, 359.2479553222656]"
2025-09-05 13:38:17,person,Info,0.47,"[1.238849401473999, 256.93450927734375, 67.58132934570312, 336.1517333984375]"
2025-09-05 13:38:17,tv,Info,0.41,"[451.89801025390625, 229.78375244140625, 549.5379638671875, 285.52520751953125]"
2025-09-05 13:38:17,chair,Info,0.29,"[82.69082641601562, 298.3027038574219, 139.91209411621094, 329.4375305175781]"
2025-09-05 13:38:17,person,Info,0.93,"[216.17591857910156, 102.5284652709961, 536.3678588867188, 357.2165222167969]"
2025-09-05 13:38:17,person,Info,0.60,"[0.13602623343467712, 290.27264404296875, 53.13124465942383, 358.3121032714844]"
2025-09-05 13:38:17,person,Info,0.45,"[1.236513614654541, 257.3616027832031, 69.9420394897461, 342.8816223144531]"
2025-09-05 13:38:17,tv,Info,0.37,"[451.4812316894531, 229.9489288330078, 550.2084350585938, 284.9630126953125]"
2025-09-05 13:38:17,chair,Info,0.37,"[115.40461730957031, 299.7493591308594, 190.99600219726562, 360.0]"
2025-09-05 13:38:17,chair,Info,0.26,"[83.37761688232422, 298.89862060546875, 139.5081787109375, 328.8898620605469]"
2025-09-05 13:38:17,person,Info,0.93,"[216.5504913330078, 102.55300903320312, 536.548583984375, 357.068115234375]"
2025-09-05 13:38:17,person,Info,0.59,"[0.10626573115587234, 290.2788391113281, 53.78131103515625, 358.5492858886719]"
2025-09-05 13:38:17,chair,Info,0.54,"[113.47440338134766, 300.2572937011719, 190.0753173828125, 360.0]"
2025-09-05 13:38:17,person,Info,0.49,"[0.26988691091537476, 257.4142761230469, 68.19428253173828, 334.0550842285156]"
2025-09-05 13:38:17,tv,Info,0.41,"[451.47808837890625, 229.4740753173828, 550.8136596679688, 285.4847717285156]"
2025-09-05 13:38:17,chair,Info,0.28,"[84.22328186035156, 299.2408752441406, 140.05282592773438, 329.1048278808594]"
2025-09-05 13:38:17,person,Info,0.93,"[216.61001586914062, 102.59918212890625, 536.6123046875, 357.0133972167969]"
2025-09-05 13:38:17,person,Info,0.58,"[0.10986915230751038, 290.178466796875, 53.6984748840332, 358.6418762207031]"
2025-09-05 13:38:17,chair,Info,0.46,"[113.25922393798828, 300.1556701660156, 190.63490295410156, 360.0]"
2025-09-05 13:38:17,person,Info,0.43,"[0.15453045070171356, 257.6754150390625, 63.55957794189453, 344.7517395019531]"
2025-09-05 13:38:17,tv,Info,0.35,"[451.14324951171875, 229.81732177734375, 549.69482421875, 285.3801574707031]"
2025-09-05 13:38:17,chair,Info,0.25,"[82.59300231933594, 299.10693359375, 139.47572326660156, 329.19622802734375]"
2025-09-05 13:38:17,person,Info,0.93,"[216.29592895507812, 102.6228256225586, 536.954833984375, 357.05975341796875]"
2025-09-05 13:38:17,person,Info,0.61,"[0.10234539955854416, 290.5962829589844, 53.83610153198242, 358.55224609375]"
2025-09-05 13:38:17,person,Info,0.41,"[0.27776867151260376, 257.465087890625, 66.23776245117188, 341.3810119628906]"
2025-09-05 13:38:17,tv,Info,0.39,"[450.7904357910156, 229.67897033691406, 551.6582641601562, 285.87432861328125]"
2025-09-05 13:38:17,chair,Info,0.36,"[85.7476806640625, 298.9060363769531, 139.90432739257812, 328.7230529785156]"
2025-09-05 13:38:17,chair,Info,0.32,"[92.08804321289062, 298.66851806640625, 190.70616149902344, 358.3562927246094]"
2025-09-05 13:38:18,person,Info,0.93,"[216.65350341796875, 102.56024932861328, 537.0423583984375, 356.9517822265625]"
2025-09-05 13:38:18,person,Info,0.59,"[0.12192946672439575, 289.699951171875, 53.6553840637207, 358.42633056640625]"
2025-09-05 13:38:18,person,Info,0.48,"[0.9714273810386658, 257.42938232421875, 66.66915893554688, 341.57415771484375]"
2025-09-05 13:38:18,chair,Info,0.30,"[84.82197570800781, 299.09375, 139.48074340820312, 328.5853271484375]"
2025-09-05 13:38:18,tv,Info,0.30,"[450.79632568359375, 229.58436584472656, 548.50439453125, 284.8681335449219]"
2025-09-05 13:38:18,person,Info,0.93,"[216.3546142578125, 102.583984375, 536.985107421875, 357.1135559082031]"
2025-09-05 13:38:18,person,Info,0.59,"[0.12018057703971863, 290.1922302246094, 53.44540023803711, 358.5885925292969]"
2025-09-05 13:38:18,chair,Info,0.51,"[110.79693603515625, 299.9614562988281, 191.0097198486328, 360.0]"
2025-09-05 13:38:18,person,Info,0.45,"[0.6071531176567078, 257.8000183105469, 67.91981506347656, 340.5931701660156]"
2025-09-05 13:38:18,tv,Info,0.37,"[451.0751647949219, 229.60586547851562, 550.0910034179688, 285.18511962890625]"
2025-09-05 13:38:18,chair,Info,0.31,"[84.9341049194336, 298.7027282714844, 139.8658905029297, 328.7561950683594]"
2025-09-05 13:38:18,person,Info,0.93,"[216.2356414794922, 102.5995864868164, 536.9703979492188, 357.0521545410156]"
2025-09-05 13:38:18,person,Info,0.54,"[0.1463846117258072, 289.8750305175781, 53.666778564453125, 358.4679260253906]"
2025-09-05 13:38:18,tv,Info,0.44,"[451.2375183105469, 229.8290557861328, 550.5958251953125, 285.18280029296875]"
2025-09-05 13:38:18,chair,Info,0.37,"[76.8823013305664, 298.9951171875, 191.0149688720703, 358.77215576171875]"
2025-09-05 13:38:18,person,Info,0.36,"[0.17420843243598938, 257.1968078613281, 65.22002410888672, 340.062744140625]"
2025-09-05 13:38:18,chair,Info,0.34,"[83.523681640625, 299.1235046386719, 139.9043426513672, 329.0459289550781]"
2025-09-05 13:38:18,chair,Info,0.33,"[128.2319793701172, 299.85516357421875, 190.93185424804688, 358.4221496582031]"
2025-09-05 13:38:18,person,Info,0.93,"[215.58261108398438, 102.57666015625, 536.94091796875, 357.0542297363281]"
2025-09-05 13:38:18,person,Info,0.56,"[0.13212351500988007, 288.6839599609375, 54.7312126159668, 358.7925109863281]"
2025-09-05 13:38:18,person,Info,0.46,"[0.42196422815322876, 257.5167541503906, 68.9102783203125, 342.90985107421875]"
2025-09-05 13:38:18,chair,Info,0.45,"[110.19599914550781, 299.7408142089844, 190.41053771972656, 360.0]"
